project_short_name,case_barcode,sample_barcode,sample_type_name,CD274_counts,PDCD1LG2_counts,PDCD1_counts,HLA_A_counts,HLA_B_counts,HLA_C_counts,B2M_counts,GJA1_counts,GJB2_counts,GJA5_counts,GJB6_counts,ARNTL_counts,CLOCK_counts,PER1_counts,PER2_counts,CRY1_counts,CRY2_counts,MYC_counts,TP53_counts,CDH1_counts,VIM_counts
TCGA-LUAD,TCGA-55-7727,TCGA-55-7727-01A,Primary Tumor,307,121,14,29681,38293,18182,82702,21858,169,409,10,437,2086,349,674,523,935,692,665,20996,7077
TCGA-LUAD,TCGA-55-7728,TCGA-55-7728-01A,Primary Tumor,882,290,298,139531,172553,87204,172347,1167,1215,350,18,790,1828,11958,2715,529,2753,1303,3935,14289,68349
TCGA-LUAD,TCGA-55-7815,TCGA-55-7815-01A,Primary Tumor,291,145,14,14868,21307,15673,78363,7135,505,834,0,449,878,704,354,743,1111,884,1450,7873,11865
TCGA-LUAD,TCGA-55-7816,TCGA-55-7816-01A,Primary Tumor,885,981,244,58530,144527,79208,318119,33916,1094,649,29,495,3320,4783,1863,1424,3520,3143,4696,7798,57188
TCGA-LUAD,TCGA-55-7903,TCGA-55-7903-01A,Primary Tumor,1739,189,160,34267,118375,92138,128143,6414,312,573,50,433,3082,637,1126,1311,1341,4032,4000,30246,26871
TCGA-LUAD,TCGA-55-7907,TCGA-55-7907-01A,Primary Tumor,276,184,141,23529,32766,23587,72968,972,2433,526,1451,344,1806,830,756,552,723,947,3356,18980,12028
TCGA-LUAD,TCGA-55-7910,TCGA-55-7910-01A,Primary Tumor,120,26,39,15989,9544,7203,33786,1200,113,467,5,932,662,1009,1712,1352,829,371,1551,12800,4775
TCGA-LUAD,TCGA-55-7911,TCGA-55-7911-01A,Primary Tumor,1673,318,534,71965,93175,56868,193074,2226,12973,709,3194,1157,1907,2859,771,813,1173,5135,2360,31126,8457
TCGA-LUAD,TCGA-55-7913,TCGA-55-7913-01B,Primary Tumor,143,91,101,67119,50823,37815,163342,7460,900,206,14,1405,2062,1266,3004,1501,1908,4310,1805,21674,6481
TCGA-LUAD,TCGA-55-7914,TCGA-55-7914-01A,Primary Tumor,646,144,99,75389,122161,73636,138433,1737,1253,1272,65,410,2762,682,1126,1063,1473,12181,1441,19904,7578
TCGA-LUAD,TCGA-55-7994,TCGA-55-7994-01A,Primary Tumor,6126,1173,544,230494,242894,155434,162515,1093,5584,579,3,1259,3563,3676,2627,981,1786,6133,5898,39919,15529
TCGA-LUAD,TCGA-55-7995,TCGA-55-7995-01A,Primary Tumor,1494,1252,1329,94605,120325,110299,227070,1871,1356,813,43,2432,2756,2381,2795,862,2856,2224,6907,12551,21389
TCGA-LUAD,TCGA-55-8085,TCGA-55-8085-01A,Primary Tumor,469,507,419,157267,365346,132748,335556,2659,250,498,2,705,1957,3229,1649,1348,3187,5633,2091,22665,20085
TCGA-LUAD,TCGA-55-8087,TCGA-55-8087-01A,Primary Tumor,195,125,93,25591,37103,49552,75732,3115,656,521,515,1667,3365,3748,5123,1391,6159,803,8975,46902,19442
TCGA-LUAD,TCGA-55-8089,TCGA-55-8089-01A,Primary Tumor,2193,1844,788,158579,297374,191140,384703,2911,6870,1427,1282,893,2734,8426,2361,1777,1554,4332,3849,39668,28682
TCGA-LUAD,TCGA-55-8090,TCGA-55-8090-01A,Primary Tumor,2629,282,114,68163,90863,67256,188846,51367,1289,1738,23,1012,2944,3124,1884,666,2230,3441,9159,46609,57803
TCGA-LUAD,TCGA-55-8091,TCGA-55-8091-01A,Primary Tumor,2173,611,152,96644,139324,90131,258872,6958,1581,1572,26,977,2569,4755,1881,1600,3247,2413,2062,28049,48283
TCGA-LUAD,TCGA-55-8092,TCGA-55-8092-01A,Primary Tumor,730,578,435,353590,429278,431276,536331,2544,1667,1552,25,841,3769,4853,2382,795,2827,2092,4065,17005,15129
TCGA-LUAD,TCGA-55-8094,TCGA-55-8094-01A,Primary Tumor,89,27,143,58766,55842,28108,86762,4722,56,160,0,484,1722,9058,1375,1484,1243,792,646,25255,1884
TCGA-LUAD,TCGA-55-8096,TCGA-55-8096-01A,Primary Tumor,397,237,513,33844,114754,123628,179651,10290,2567,1269,15,1853,2179,1224,1856,1626,2965,2547,2140,23522,60016
TCGA-LUAD,TCGA-55-8097,TCGA-55-8097-01A,Primary Tumor,294,114,185,41587,58986,76073,96030,14762,962,915,256,1467,3087,7948,3624,1687,6352,1830,4944,62007,22170
TCGA-LUAD,TCGA-55-8203,TCGA-55-8203-01A,Primary Tumor,682,226,327,61689,88665,100432,163082,4645,1580,1973,34,624,2710,3691,2792,1944,3730,1043,6298,19830,18442
TCGA-LUAD,TCGA-55-8204,TCGA-55-8204-01A,Primary Tumor,790,262,103,37530,93559,56987,209553,15628,11185,748,2198,900,1832,4561,1969,1284,2312,12891,1768,28251,14421
TCGA-LUAD,TCGA-55-8205,TCGA-55-8205-01A,Primary Tumor,5868,1976,507,142674,245900,127306,350178,4984,4469,1551,3,1136,2532,1421,1580,1154,2145,6092,3462,26702,33289
TCGA-LUAD,TCGA-55-8206,TCGA-55-8206-01A,Primary Tumor,600,369,112,40454,85251,55707,121615,4532,226,570,39,3679,4229,14845,4206,1834,9337,1810,4952,42368,32090
TCGA-LUAD,TCGA-55-8207,TCGA-55-8207-01A,Primary Tumor,503,265,99,42941,78132,63079,130249,2848,762,1182,113,607,4852,22573,1929,1019,3534,2306,3648,31096,53803
TCGA-LUAD,TCGA-55-8208,TCGA-55-8208-01A,Primary Tumor,2265,1051,527,118314,203511,144505,310684,9845,1934,1774,124,1266,1649,1357,997,1749,1959,1982,3997,15148,35714
TCGA-LUAD,TCGA-55-8299,TCGA-55-8299-01A,Primary Tumor,1430,567,389,119112,169691,122970,275134,9674,3944,4282,56,950,1740,3367,2251,1378,2031,3978,3237,9224,25538
TCGA-LUAD,TCGA-55-8301,TCGA-55-8301-01A,Primary Tumor,2510,482,540,183377,297159,153755,344045,7826,1142,1330,19,1152,1567,4609,837,917,2142,6003,5189,14322,29001
TCGA-LUAD,TCGA-55-8302,TCGA-55-8302-01A,Primary Tumor,3314,131,141,74673,84323,77050,147268,1048,656,661,14,337,1499,624,528,586,1058,2779,985,44309,12561
TCGA-LUAD,TCGA-55-8505,TCGA-55-8505-01A,Primary Tumor,83,82,23,24558,23373,20567,59915,4866,3534,1154,73,455,1027,1694,1659,1306,1120,1187,2061,18035,10194
TCGA-LUAD,TCGA-55-8506,TCGA-55-8506-01A,Primary Tumor,428,176,132,35679,53244,42505,69659,3229,218,612,2,785,1338,2245,1027,1249,1150,1048,1373,10841,7120
TCGA-LUAD,TCGA-55-8507,TCGA-55-8507-01A,Primary Tumor,195,92,61,29707,31986,21415,49087,3387,104,976,1,416,1056,3762,1554,1345,1516,1933,1183,15761,8219
TCGA-LUAD,TCGA-55-8508,TCGA-55-8508-01A,Primary Tumor,123,71,75,31704,44481,23486,57112,1515,385,411,38,222,836,6140,1822,391,1230,256,3364,11086,6668
TCGA-LUAD,TCGA-55-8510,TCGA-55-8510-01A,Primary Tumor,876,309,301,114490,150140,81322,126080,1998,412,1339,58,774,1327,778,684,648,1254,1510,1210,15190,14340
TCGA-LUAD,TCGA-55-8511,TCGA-55-8511-01A,Primary Tumor,1972,257,202,79349,70060,60373,89459,1937,661,683,20,361,1762,4064,1565,1075,1730,4435,1145,15908,9201
TCGA-LUAD,TCGA-55-8512,TCGA-55-8512-01A,Primary Tumor,271,101,24,33358,44318,28276,64880,1851,192,170,21,777,1690,11990,4097,1023,4795,3140,2233,20951,7795
TCGA-LUAD,TCGA-55-8513,TCGA-55-8513-01A,Primary Tumor,461,134,71,41362,72587,38087,121884,2604,244,678,3,859,1271,4206,1264,875,2393,1662,1443,10291,12258
TCGA-LUAD,TCGA-55-8514,TCGA-55-8514-01A,Primary Tumor,293,76,68,35508,38902,23921,54239,8455,835,494,481,686,730,7145,2010,736,3562,933,1343,9575,5430
TCGA-LUAD,TCGA-55-8614,TCGA-55-8614-01A,Primary Tumor,237,103,78,35573,56270,33036,51541,15862,685,416,202,3334,913,5827,2887,612,1710,5614,2981,19351,10643
TCGA-LUAD,TCGA-55-8615,TCGA-55-8615-01A,Primary Tumor,62,26,26,25349,15596,13736,36354,1756,255,465,4,444,1632,14836,2453,1723,2073,688,3134,13729,7431
TCGA-LUAD,TCGA-55-8616,TCGA-55-8616-01A,Primary Tumor,574,58,104,23795,29736,22834,46748,712,534,359,332,520,1942,10625,1633,1032,2958,2961,706,15602,13174
TCGA-LUAD,TCGA-55-8619,TCGA-55-8619-01A,Primary Tumor,412,257,357,71165,120383,80008,168922,3034,359,1097,9,410,1208,4159,1040,756,2155,2096,1974,11089,21063
TCGA-LUAD,TCGA-55-8620,TCGA-55-8620-01A,Primary Tumor,285,151,158,51283,55222,43189,66936,534,81,83,0,936,1068,819,732,1054,1027,3073,2582,13059,4378
TCGA-LUAD,TCGA-55-8621,TCGA-55-8621-01A,Primary Tumor,1247,573,200,74632,144158,66849,218471,3369,932,1039,38,524,1478,5432,1349,939,3192,1420,2494,10278,29281
TCGA-LUAD,TCGA-55-A48X,TCGA-55-A48X-01A,Primary Tumor,497,202,349,117184,136734,123616,78910,1316,963,1261,283,1043,2022,6720,2220,683,2649,1328,3283,23279,13692
TCGA-LUAD,TCGA-55-A48Y,TCGA-55-A48Y-01A,Primary Tumor,187,189,45,22364,35300,28198,78238,13073,1960,1568,2,354,1668,1075,955,903,1373,2100,3082,14770,15127
TCGA-LUAD,TCGA-55-A48Z,TCGA-55-A48Z-01A,Primary Tumor,1062,210,186,102686,130314,128627,153327,4062,1982,1644,18,892,1307,997,1534,1164,1761,1296,2513,11292,28802
TCGA-LUAD,TCGA-55-A490,TCGA-55-A490-01A,Primary Tumor,134,102,54,17369,17984,14523,38324,9591,903,1039,353,532,3567,7442,1267,741,1008,5115,611,40718,19543
TCGA-LUAD,TCGA-55-A491,TCGA-55-A491-01A,Primary Tumor,679,168,381,50849,73647,66063,85051,14279,805,953,35,1280,1055,450,553,725,1133,959,3562,13785,25308
TCGA-LUAD,TCGA-55-A492,TCGA-55-A492-01A,Primary Tumor,74,48,41,83539,43645,69331,122860,997,52,463,0,515,1398,7316,1510,650,2153,3361,2721,11865,13524
TCGA-LUAD,TCGA-55-A493,TCGA-55-A493-01A,Primary Tumor,2994,382,1257,37307,79573,37098,103661,4960,3853,450,113,750,2149,3599,868,612,1310,6745,2461,28843,18974
TCGA-LUAD,TCGA-55-A494,TCGA-55-A494-01A,Primary Tumor,64,28,829,15999,5994,15439,26623,2779,178,369,3,284,1863,2031,3706,887,2511,2591,3960,29947,4057
TCGA-LUAD,TCGA-55-A4DF,TCGA-55-A4DF-01A,Primary Tumor,1550,616,234,102481,198657,113175,102502,1388,790,353,6,1163,1786,3595,2049,1336,2338,706,4474,22197,13352
TCGA-LUAD,TCGA-55-A4DG,TCGA-55-A4DG-01A,Primary Tumor,272,140,121,59536,81537,51390,53437,863,718,700,412,965,1921,16040,1141,640,2696,1868,4555,9100,11106
TCGA-LUAD,TCGA-55-A57B,TCGA-55-A57B-01A,Primary Tumor,600,300,115,68261,95914,61250,139383,6913,1078,1699,168,1000,3262,10077,2782,2063,5985,4085,4094,38735,31263
TCGA-LUAD,TCGA-62-8394,TCGA-62-8394-01A,Primary Tumor,305,138,137,191678,165815,162339,155504,5712,558,553,29,723,1374,2288,1528,1492,2346,1465,5835,20624,17171
TCGA-LUAD,TCGA-62-8395,TCGA-62-8395-01A,Primary Tumor,88,83,74,16135,26819,30687,56612,2621,216,1056,12,703,2647,9369,1688,1115,5704,3093,3230,24587,11337
TCGA-LUAD,TCGA-62-8397,TCGA-62-8397-01A,Primary Tumor,73,31,16,55914,59230,39960,32756,181,112,171,21,164,624,1468,529,309,1311,242,384,4958,3785
TCGA-LUAD,TCGA-62-8398,TCGA-62-8398-01A,Primary Tumor,674,330,176,85841,83927,57488,176109,5933,9193,660,523,665,1720,2425,3126,1886,1456,3658,4480,33706,9002
TCGA-LUAD,TCGA-62-8399,TCGA-62-8399-01A,Primary Tumor,580,197,88,15197,29657,27383,58780,3840,682,1058,156,587,3431,18384,2652,1197,3189,2642,983,18176,21028
TCGA-LUAD,TCGA-62-8402,TCGA-62-8402-01A,Primary Tumor,1196,254,227,223028,223668,170037,360516,1149,211,279,11,506,1295,1384,989,1222,1624,2757,3370,30574,7184
TCGA-LUAD,TCGA-62-A46O,TCGA-62-A46O-01A,Primary Tumor,139,22,5,10617,7969,9554,90036,6074,1206,508,247,289,2778,3643,4795,852,1068,1979,715,11096,1882
TCGA-LUAD,TCGA-62-A46P,TCGA-62-A46P-01A,Primary Tumor,72,38,23,53989,45152,28621,67077,1272,226,405,8,189,715,3098,1163,486,1262,430,1937,9590,6421
TCGA-LUAD,TCGA-62-A46R,TCGA-62-A46R-01A,Primary Tumor,528,164,81,80851,126420,49866,158064,1077,2737,543,2416,509,3682,6792,1576,622,2410,1589,732,22300,11738
TCGA-LUAD,TCGA-62-A46S,TCGA-62-A46S-01A,Primary Tumor,329,152,59,40668,57868,88555,130305,4531,369,508,45,794,2463,4474,4253,636,3307,5260,1640,21282,11994
TCGA-LUAD,TCGA-62-A46U,TCGA-62-A46U-01A,Primary Tumor,3444,1936,336,122949,233427,130570,359462,5107,1226,95,22,1723,2187,1621,1445,1145,1440,1551,2845,12916,34247
TCGA-LUAD,TCGA-62-A46V,TCGA-62-A46V-01A,Primary Tumor,227,62,22,27880,44780,21908,69128,2961,646,1059,2,691,1064,1974,962,845,1904,1499,2685,12629,22280
TCGA-LUAD,TCGA-62-A46Y,TCGA-62-A46Y-01A,Primary Tumor,1456,176,147,81377,94859,49943,152133,1424,419,534,62,999,1793,1073,1254,825,1766,1912,3867,25411,25911
TCGA-LUAD,TCGA-62-A470,TCGA-62-A470-01A,Primary Tumor,117,34,5,14988,9521,5365,32846,877,271,224,10,293,788,796,1006,516,970,907,1015,6200,6291
TCGA-LUAD,TCGA-62-A471,TCGA-62-A471-01A,Primary Tumor,213,44,101,55027,45687,81754,89336,38328,2492,198,384,266,1968,1775,1274,714,402,2761,2736,10285,4602
TCGA-LUAD,TCGA-62-A472,TCGA-62-A472-01A,Primary Tumor,679,96,132,18540,29923,14215,67514,629,199,255,12,386,976,438,546,292,534,2072,483,9569,13694
TCGA-LUAD,TCGA-64-1676,TCGA-64-1676-01A,Primary Tumor,1593,736,53,103589,278171,162632,239138,2360,801,416,7,826,707,1577,329,738,348,3466,565,14098,17558
TCGA-LUAD,TCGA-64-1677,TCGA-64-1677-01A,Primary Tumor,348,81,74,96576,68741,76029,60408,3186,982,131,242,259,406,1797,228,659,439,1854,2241,10158,18946
TCGA-LUAD,TCGA-64-1678,TCGA-64-1678-01A,Primary Tumor,33,24,14,4148,6311,15096,56512,3361,80,135,2,286,628,2528,322,2043,223,1264,490,3922,3116
TCGA-LUAD,TCGA-64-1679,TCGA-64-1679-01A,Primary Tumor,780,556,54,79763,169780,128947,203194,22248,11597,2364,779,1115,4540,3948,1643,1614,2834,3308,5668,41185,81162
TCGA-LUAD,TCGA-64-1680,TCGA-64-1680-01A,Primary Tumor,131,66,30,43693,56281,39607,75598,356,2703,107,1226,258,1179,5285,1043,415,1668,1468,2151,12101,5039
TCGA-LUAD,TCGA-64-1681,TCGA-64-1681-01A,Primary Tumor,356,261,113,187971,247022,160301,256913,19575,398,571,9,935,1939,14229,1953,1285,9216,1113,4378,60693,40283
TCGA-LUAD,TCGA-64-5774,TCGA-64-5774-01A,Primary Tumor,225,50,90,44568,23013,34216,47301,3889,175,735,1,543,2274,2360,1658,1407,715,819,2963,13021,5783
TCGA-LUAD,TCGA-64-5775,TCGA-64-5775-01A,Primary Tumor,3568,939,16,39359,43431,30307,122847,3251,11989,163,139,562,1568,7433,706,948,1080,8220,3675,28,94961
TCGA-LUAD,TCGA-64-5778,TCGA-64-5778-01A,Primary Tumor,1202,339,533,211389,267398,167549,368081,1817,1136,409,268,497,1388,2878,863,784,1038,1240,3352,15674,17417
TCGA-LUAD,TCGA-64-5779,TCGA-64-5779-01A,Primary Tumor,147,119,132,16282,31506,20185,67036,1985,287,722,8,935,745,4847,1706,1678,1491,786,625,9343,10003
TCGA-LUAD,TCGA-64-5781,TCGA-64-5781-01A,Primary Tumor,406,289,238,99782,165972,111134,224791,1404,2138,1820,8,371,1101,1982,578,341,483,2180,1244,7179,13053
TCGA-LUAD,TCGA-64-5815,TCGA-64-5815-01A,Primary Tumor,327,155,45,38677,64205,41419,90740,8468,5143,989,632,425,1024,2065,886,394,1170,2102,1734,19267,28027
TCGA-LUAD,TCGA-67-3770,TCGA-67-3770-01A,Primary Tumor,138,163,47,75573,72336,52789,175089,5254,78,112,2,357,696,2548,483,696,2243,417,870,8942,8088
TCGA-LUAD,TCGA-67-3771,TCGA-67-3771-01A,Primary Tumor,278,345,139,33328,50586,27131,121565,845,2640,446,554,568,893,3102,1787,1234,1502,3763,1804,13835,8602
TCGA-LUAD,TCGA-67-3772,TCGA-67-3772-01A,Primary Tumor,130,292,55,120967,120495,105932,246595,7853,2195,1269,69,1072,1735,4528,1529,1421,3303,658,3934,24301,24296
TCGA-LUAD,TCGA-67-3773,TCGA-67-3773-01A,Primary Tumor,399,213,81,66801,100314,72455,269217,1243,218,525,3,718,556,3129,379,547,1216,1212,1038,4123,9253
TCGA-LUAD,TCGA-67-3774,TCGA-67-3774-01A,Primary Tumor,272,238,122,78916,97089,86119,254136,4725,222,611,4,834,1772,15308,2938,995,5030,1488,2851,10546,10135
TCGA-LUAD,TCGA-67-4679,TCGA-67-4679-01B,Primary Tumor,343,134,71,31869,51803,40256,81583,1985,219,970,13,1324,1878,10848,1394,1033,3091,1146,3455,11237,15120
TCGA-LUAD,TCGA-67-6215,TCGA-67-6215-01A,Primary Tumor,331,140,53,52727,72017,55051,140288,2106,3796,611,920,1672,2624,10022,3240,1455,4313,2456,5220,66094,18474
TCGA-LUAD,TCGA-67-6216,TCGA-67-6216-01A,Primary Tumor,546,211,120,69433,87699,64328,91202,1530,3501,273,331,602,1150,7359,2522,406,2123,2228,3970,18911,21075
TCGA-LUAD,TCGA-67-6217,TCGA-67-6217-01A,Primary Tumor,280,184,160,94831,207796,129443,195982,1124,139,842,46,1128,1973,7641,1769,807,4026,1054,2129,36246,12448
TCGA-LUAD,TCGA-69-7760,TCGA-69-7760-01A,Primary Tumor,157,49,7,35828,37842,21491,73566,19531,629,223,10,334,1471,2865,515,784,1029,3439,2517,41287,9555
TCGA-LUAD,TCGA-69-7761,TCGA-69-7761-01A,Primary Tumor,607,362,278,110799,161968,141364,392654,1145,1531,336,13,712,2691,3245,1708,839,1650,1342,1733,32596,12149
TCGA-LUAD,TCGA-69-7763,TCGA-69-7763-01A,Primary Tumor,264,145,32,27495,39611,45598,79750,2924,437,2248,23,573,2336,9459,3186,857,2632,1592,2626,16427,17926
TCGA-LUAD,TCGA-69-7764,TCGA-69-7764-01A,Primary Tumor,145,98,67,29360,36005,48541,62762,3267,157,203,11,620,1772,9591,2810,574,7768,368,2207,15757,12840
TCGA-LUAD,TCGA-69-7765,TCGA-69-7765-01A,Primary Tumor,380,186,83,43570,86371,44907,144804,14999,3275,3001,62,532,2819,1233,1303,861,2013,2050,1085,18271,25722
TCGA-LUAD,TCGA-69-7973,TCGA-69-7973-01A,Primary Tumor,349,124,156,65268,44301,82592,97443,4821,183,1317,5,875,2874,20783,4043,2535,3377,4724,10432,33448,10372
TCGA-LUAD,TCGA-69-7974,TCGA-69-7974-01A,Primary Tumor,3598,536,330,82809,117557,87384,183480,5623,3631,1124,113,972,3856,4538,1575,1311,2809,4618,3297,39169,33171
TCGA-LUAD,TCGA-69-7978,TCGA-69-7978-01A,Primary Tumor,4736,1335,1101,168388,299418,185623,253682,6636,4651,1194,230,1335,3424,4938,1583,986,2340,6531,2962,27848,42950
TCGA-LUAD,TCGA-69-7979,TCGA-69-7979-01A,Primary Tumor,552,162,132,45826,51530,38162,73321,2533,1075,1455,24,803,13599,16638,1332,3068,4295,2890,6329,19106,28018
TCGA-LUAD,TCGA-69-7980,TCGA-69-7980-01A,Primary Tumor,1211,343,475,153936,294312,133818,197888,3809,1157,1208,51,754,3900,13998,2612,1205,4392,1334,2270,50273,19528
TCGA-LUAD,TCGA-69-8253,TCGA-69-8253-01A,Primary Tumor,271,118,111,63759,47524,67435,168594,4144,104,1340,5,2812,5053,24574,3577,1684,5144,1471,6742,32777,14144
TCGA-LUAD,TCGA-69-8254,TCGA-69-8254-01A,Primary Tumor,936,300,316,131319,225876,163308,348056,6912,1624,402,55,964,3573,23837,4454,1620,9489,4028,4995,38574,16146
TCGA-LUAD,TCGA-69-8255,TCGA-69-8255-01A,Primary Tumor,835,364,1636,69925,103221,58200,308521,1459,274,237,10,1184,1471,4936,2242,1562,2270,15135,1968,30370,11372
TCGA-LUAD,TCGA-69-8453,TCGA-69-8453-01A,Primary Tumor,540,362,253,104215,172344,106504,277923,3972,605,908,18,1107,1467,9072,1501,942,2272,3917,2335,18320,31895
TCGA-LUAD,TCGA-69-A59K,TCGA-69-A59K-01A,Primary Tumor,5375,231,209,48973,65956,45655,150419,1697,871,463,3,951,2759,4710,655,904,1331,3090,2599,26938,22168
TCGA-LUAD,TCGA-71-6725,TCGA-71-6725-01A,Primary Tumor,230,34,4,67132,120020,72725,144949,1188,76,1096,20,811,2633,6956,2319,957,5074,1584,790,67949,14490
TCGA-LUAD,TCGA-71-8520,TCGA-71-8520-01A,Primary Tumor,345,101,34,49541,92063,51554,79198,26756,1580,1300,2,507,1139,1162,1839,899,1911,582,596,34665,17182
TCGA-LUAD,TCGA-73-4658,TCGA-73-4658-01A,Primary Tumor,2052,216,171,42667,54252,43478,121122,13872,239,713,2,334,1432,5674,849,595,1805,3449,1852,17380,27667
TCGA-LUAD,TCGA-73-4659,TCGA-73-4659-01A,Primary Tumor,760,451,116,73641,101513,129715,222931,12252,1351,3103,19,1427,4756,27614,4541,4056,5288,5296,6871,21560,29307
TCGA-LUAD,TCGA-73-4662,TCGA-73-4662-01A,Primary Tumor,1803,623,375,136820,178357,190747,263735,3063,1352,1645,200,1617,10230,26583,3243,1907,7544,2942,5837,74263,25986
TCGA-LUAD,TCGA-73-4666,TCGA-73-4666-01A,Primary Tumor,6306,1852,892,175664,314699,271236,348984,3138,864,669,5,1784,2242,14606,1871,2219,2389,8589,15332,36066,35284
TCGA-LUAD,TCGA-73-4668,TCGA-73-4668-01A,Primary Tumor,554,199,166,160844,106816,115419,141417,4681,7465,1502,2429,1694,5674,21338,2892,2759,4744,11816,7556,70397,31542
TCGA-LUAD,TCGA-73-4670,TCGA-73-4670-01A,Primary Tumor,404,292,57,82966,79998,55741,150761,7971,7391,2021,127,1209,5065,6509,4047,2291,1464,8127,1134,14267,19629
TCGA-LUAD,TCGA-73-4675,TCGA-73-4675-01A,Primary Tumor,115,157,85,33796,44794,39906,94740,4934,3002,1144,17,1313,3022,19357,1304,1921,6292,1782,5456,23044,22873
TCGA-LUAD,TCGA-73-4676,TCGA-73-4676-11A,Solid Tissue Normal,592,359,86,43503,111339,92408,229057,9052,49,1112,2,520,807,6017,790,767,2523,952,991,4091,37398
TCGA-LUAD,TCGA-73-4676,TCGA-73-4676-01A,Primary Tumor,965,181,44,19925,33395,33282,80951,5568,1043,305,67,521,1705,3907,655,493,1345,3706,2502,19034,10376
TCGA-LUAD,TCGA-73-4677,TCGA-73-4677-01A,Primary Tumor,428,188,168,138868,158264,159920,225441,6330,261,896,4,3638,4880,23537,5432,2492,10600,2477,5402,32483,17093
TCGA-LUAD,TCGA-73-7498,TCGA-73-7498-01A,Primary Tumor,259,243,248,84712,76540,66958,120062,3647,407,1326,23,3966,4670,29877,3441,1669,8537,1511,5654,24667,28409
TCGA-LUAD,TCGA-73-7499,TCGA-73-7499-01A,Primary Tumor,704,574,608,296459,403160,224721,393003,1768,2138,1043,83,972,1444,1805,1204,2096,1307,1486,1261,22929,31376
TCGA-LUAD,TCGA-73-A9RS,TCGA-73-A9RS-01A,Primary Tumor,330,42,47,30365,19876,25796,86292,358,549,184,0,364,1446,6063,2721,1121,730,132,579,7445,2888
TCGA-LUAD,TCGA-75-5122,TCGA-75-5122-01A,Primary Tumor,2238,2316,875,140748,263532,181249,321803,3419,182,265,4,671,1249,5986,1278,690,1506,3280,3145,2985,25192
TCGA-LUAD,TCGA-75-5125,TCGA-75-5125-01A,Primary Tumor,5651,1030,468,38821,75468,62464,141515,2040,5091,415,884,1337,2150,3091,570,513,946,2056,3583,17529,10767
TCGA-LUAD,TCGA-75-5126,TCGA-75-5126-01A,Primary Tumor,4010,681,82,77292,119374,84740,176163,2572,467,690,7,440,959,2915,593,595,943,4557,881,20229,21010
TCGA-LUAD,TCGA-75-5146,TCGA-75-5146-01A,Primary Tumor,98,103,69,35107,36580,39092,98098,3220,622,486,207,498,815,4833,1052,1086,2631,1195,1415,6435,7477
TCGA-LUAD,TCGA-75-5147,TCGA-75-5147-01A,Primary Tumor,565,405,224,209290,286674,131530,549213,8482,1869,815,99,3141,1938,1963,959,2322,2660,1743,5091,21955,24569
TCGA-LUAD,TCGA-75-6203,TCGA-75-6203-01A,Primary Tumor,391,254,60,48754,88033,48560,193134,7736,140,1282,11,494,1081,2871,814,734,2517,551,1585,10294,27440
TCGA-LUAD,TCGA-75-6205,TCGA-75-6205-01A,Primary Tumor,763,667,137,38598,79675,47595,117043,2441,613,749,37,476,1103,1920,520,369,832,3808,1355,7955,16664
TCGA-LUAD,TCGA-75-6206,TCGA-75-6206-01A,Primary Tumor,123,154,31,38935,41600,30464,67032,9516,110,781,0,1459,2127,3809,1399,1469,2651,1291,1906,17478,9865
TCGA-LUAD,TCGA-75-6207,TCGA-75-6207-01A,Primary Tumor,2896,226,25,35460,41711,29124,58393,3622,1804,439,349,1029,2264,3277,809,772,1160,6174,640,31611,15917
TCGA-LUAD,TCGA-75-6211,TCGA-75-6211-01A,Primary Tumor,88,65,54,14636,16474,10208,52448,1650,284,973,2,234,835,660,1126,1499,673,1899,555,10307,4132
TCGA-LUAD,TCGA-75-6212,TCGA-75-6212-01A,Primary Tumor,225,154,96,55157,79245,73566,108414,1404,280,328,34,460,801,8879,2253,739,2376,404,2465,13441,17553
TCGA-LUAD,TCGA-75-6214,TCGA-75-6214-01A,Primary Tumor,973,848,68,222862,213503,219404,255464,2998,23771,538,5136,871,4837,3459,4447,1854,2650,11232,6643,39235,30222
TCGA-LUAD,TCGA-75-7025,TCGA-75-7025-01A,Primary Tumor,405,173,112,95243,185794,89801,192556,12488,456,1077,33,843,2202,6197,3777,1299,4177,1370,3897,37217,32812
TCGA-LUAD,TCGA-75-7027,TCGA-75-7027-01A,Primary Tumor,262,241,140,59361,81319,47100,152649,8589,21934,1747,1624,1236,2188,5088,6158,3469,1930,1745,6257,50721,20384
TCGA-LUAD,TCGA-75-7030,TCGA-75-7030-01A,Primary Tumor,214,122,78,32904,61563,46238,109594,7343,2308,339,14,425,948,6021,1197,653,2077,1370,1490,9688,16010
TCGA-LUAD,TCGA-75-7031,TCGA-75-7031-01A,Primary Tumor,161,85,146,61905,61659,42538,65091,1877,732,160,3,310,597,4899,1305,696,1924,4301,1958,6716,4465
TCGA-LUAD,TCGA-78-7143,TCGA-78-7143-01A,Primary Tumor,532,140,111,61355,98552,68157,115603,5704,488,434,20,691,2674,2151,2825,676,2979,1244,5056,18771,17183
TCGA-LUAD,TCGA-78-7145,TCGA-78-7145-01A,Primary Tumor,455,76,69,16507,45400,23534,68919,2781,2534,442,425,261,2321,2739,1204,653,1110,4592,2747,52193,20701
