project_short_name,case_barcode,sample_barcode,sample_type_name,CD274_counts,PDCD1LG2_counts,PDCD1_counts,HLA_A_counts,HLA_B_counts,HLA_C_counts,B2M_counts,GJA1_counts,GJB2_counts,GJA5_counts,GJB6_counts,ARNTL_counts,CLOCK_counts,PER1_counts,PER2_counts,CRY1_counts,CRY2_counts,MYC_counts,TP53_counts,CDH1_counts,VIM_counts
TCGA-LUAD,TCGA-44-8117,TCGA-44-8117-01A,Primary Tumor,1067,306,227,23130,40494,26619,123550,4135,1541,1802,781,1637,7178,15627,2474,1796,2767,2421,990,59834,36114
TCGA-LUAD,TCGA-44-8119,TCGA-44-8119-01A,Primary Tumor,696,886,279,45682,82898,88640,202963,20533,1167,1322,0,1036,4634,12173,2208,4135,2087,4509,2344,28607,35799
TCGA-LUAD,TCGA-44-8120,TCGA-44-8120-01A,Primary Tumor,442,208,135,74432,61010,53435,98387,3437,1748,3483,818,1361,4310,13653,1961,1307,5316,2309,3052,42077,34039
TCGA-LUAD,TCGA-44-A479,TCGA-44-A479-01A,Primary Tumor,721,417,529,52949,75372,41528,180308,2750,306,1281,3,1141,1161,3307,1720,1547,1597,636,2214,19190,12505
TCGA-LUAD,TCGA-44-A47A,TCGA-44-A47A-01A,Primary Tumor,516,221,201,65283,105975,84871,128666,971,820,204,44,741,1342,7702,836,691,1773,2988,4360,19549,16716
TCGA-LUAD,TCGA-44-A47B,TCGA-44-A47B-01A,Primary Tumor,205,139,239,35724,43649,33053,113438,10679,241,420,14,2123,1783,18508,1977,1562,3646,1040,1847,29230,14766
TCGA-LUAD,TCGA-44-A47G,TCGA-44-A47G-01A,Primary Tumor,1294,339,420,131778,183037,99001,201325,2486,1624,469,232,657,1757,6070,1608,948,1977,1941,2346,13890,32233
TCGA-LUAD,TCGA-44-A4SS,TCGA-44-A4SS-01A,Primary Tumor,513,333,432,132563,170979,135731,101860,1334,1279,781,11,632,1476,5115,2343,980,1038,2171,2436,26746,12461
TCGA-LUAD,TCGA-44-A4SU,TCGA-44-A4SU-01A,Primary Tumor,422,101,242,70595,98330,76714,76165,3694,1087,727,88,705,2194,3436,1400,658,2172,1506,2206,25408,21342
TCGA-LUAD,TCGA-49-4486,TCGA-49-4486-01A,Primary Tumor,146,79,55,74448,77809,65315,148743,3272,234,304,4,964,2808,23721,3939,1549,8586,2975,6300,23330,16080
TCGA-LUAD,TCGA-49-4487,TCGA-49-4487-01A,Primary Tumor,269,154,192,32062,51963,43780,88167,2942,380,569,3,323,802,4186,483,551,691,515,2989,4997,15998
TCGA-LUAD,TCGA-49-4488,TCGA-49-4488-01A,Primary Tumor,437,74,86,99513,132969,79790,122603,790,4767,305,368,288,977,2428,540,482,1680,2416,576,14513,17835
TCGA-LUAD,TCGA-49-4490,TCGA-49-4490-01A,Primary Tumor,65,29,58,73773,90459,38802,48018,4170,754,576,21,176,909,2960,1429,286,907,344,700,25843,17335
TCGA-LUAD,TCGA-49-4490,TCGA-49-4490-11A,Solid Tissue Normal,699,624,45,61457,108503,62288,336705,8880,51,2625,10,385,1198,3643,710,1493,2799,2008,1117,4131,27601
TCGA-LUAD,TCGA-49-4494,TCGA-49-4494-01A,Primary Tumor,829,352,193,156988,260653,131920,354900,17127,3476,760,219,560,1746,7751,1421,1002,2458,1372,7884,23568,51718
TCGA-LUAD,TCGA-49-4501,TCGA-49-4501-01A,Primary Tumor,713,492,195,198853,283912,283291,407485,9970,788,2328,64,1500,2919,2991,2102,2165,7648,2253,6473,71084,37648
TCGA-LUAD,TCGA-49-4505,TCGA-49-4505-01A,Primary Tumor,1557,551,498,352352,514162,331830,485586,5373,1275,1637,48,914,3208,10917,4177,1630,5257,6821,5618,52058,64844
TCGA-LUAD,TCGA-49-4506,TCGA-49-4506-01A,Primary Tumor,272,401,329,60488,185830,129442,427970,2833,4592,567,8,460,1927,3754,1870,2288,691,8649,2476,8737,11759
TCGA-LUAD,TCGA-49-4507,TCGA-49-4507-01A,Primary Tumor,361,538,1071,157809,159459,75845,197431,3563,1018,807,7,522,2491,7377,2817,515,610,4548,5987,8597,28569
TCGA-LUAD,TCGA-49-4510,TCGA-49-4510-01A,Primary Tumor,345,166,79,120637,95889,111989,253643,8745,199,1135,2,1610,3242,25959,3618,1187,3583,4593,3821,14728,15242
TCGA-LUAD,TCGA-49-4512,TCGA-49-4512-11A,Solid Tissue Normal,279,299,17,69245,129363,65213,365917,8700,92,866,43,283,976,1516,335,788,1669,462,1249,5217,35439
TCGA-LUAD,TCGA-49-4512,TCGA-49-4512-01A,Primary Tumor,153,62,27,30014,54592,31114,45238,2013,1648,1350,3,241,878,1919,688,288,1249,391,1645,18918,32997
TCGA-LUAD,TCGA-49-4514,TCGA-49-4514-01A,Primary Tumor,74,61,156,56483,37567,23278,40772,1826,3746,427,308,206,704,1725,803,364,683,491,6616,9203,8479
TCGA-LUAD,TCGA-49-6742,TCGA-49-6742-11A,Solid Tissue Normal,327,290,13,43718,81040,59376,168864,11879,188,716,2,1272,1378,8160,919,1254,3490,4312,1952,15041,44057
TCGA-LUAD,TCGA-49-6742,TCGA-49-6742-01A,Primary Tumor,110,40,29,61525,53275,38957,104957,10519,3489,321,410,431,834,4369,2905,673,1093,1570,3982,12525,7906
TCGA-LUAD,TCGA-49-6743,TCGA-49-6743-11A,Solid Tissue Normal,606,414,58,32145,57904,44406,152203,13651,39,1840,11,465,1197,8966,1115,1054,2827,6437,1527,5029,37268
TCGA-LUAD,TCGA-49-6743,TCGA-49-6743-01A,Primary Tumor,686,246,89,21646,37181,30907,82836,2942,1100,1196,4,495,1737,1482,1711,2190,1075,965,2477,19268,8573
TCGA-LUAD,TCGA-49-6744,TCGA-49-6744-11A,Solid Tissue Normal,1421,497,46,32031,59187,47846,148198,6675,27,1529,0,570,1896,11186,1423,1086,3870,1055,1235,6501,26053
TCGA-LUAD,TCGA-49-6744,TCGA-49-6744-01A,Primary Tumor,462,344,277,99466,151939,91986,211349,5442,1141,1373,55,542,2108,10295,2024,890,3045,1651,2533,21769,28712
TCGA-LUAD,TCGA-49-6745,TCGA-49-6745-11A,Solid Tissue Normal,819,827,34,52137,110380,90946,404539,8586,31,841,2,1123,1022,5091,492,1456,2038,1143,1113,5753,21027
TCGA-LUAD,TCGA-49-6745,TCGA-49-6745-01A,Primary Tumor,4647,478,212,57155,99954,54493,144422,5230,1352,1464,2,725,2809,3198,1356,724,1484,6214,3581,47238,23218
TCGA-LUAD,TCGA-49-6761,TCGA-49-6761-01A,Primary Tumor,1451,170,297,64738,39661,32317,62409,8086,1331,467,34,989,1148,2788,509,329,829,4079,3861,18678,20935
TCGA-LUAD,TCGA-49-6761,TCGA-49-6761-11A,Solid Tissue Normal,532,311,25,46433,68401,52159,130030,3695,33,2653,2,391,987,5759,726,537,2438,518,1379,5136,21853
TCGA-LUAD,TCGA-49-6767,TCGA-49-6767-01A,Primary Tumor,1182,416,114,74988,103121,75807,100879,1023,1787,228,68,598,693,732,736,508,823,2572,924,25704,15358
TCGA-LUAD,TCGA-49-AAQV,TCGA-49-AAQV-01A,Primary Tumor,912,186,337,119673,198793,152396,190531,1844,751,399,17,754,2405,17145,2387,1442,2897,875,7082,24648,24109
TCGA-LUAD,TCGA-49-AAR0,TCGA-49-AAR0-01A,Primary Tumor,315,179,393,82823,90892,91724,95014,1704,159,1000,5,587,935,6096,1801,691,2566,3554,2035,14723,25390
TCGA-LUAD,TCGA-49-AAR2,TCGA-49-AAR2-01A,Primary Tumor,102,59,185,127929,113107,61405,114117,608,156,435,2,420,738,8982,1843,440,2105,1277,3289,10951,8890
TCGA-LUAD,TCGA-49-AAR3,TCGA-49-AAR3-01A,Primary Tumor,1716,464,331,95301,115127,88482,93255,1224,701,877,2,266,648,1139,424,362,529,1304,1073,8549,20843
TCGA-LUAD,TCGA-49-AAR4,TCGA-49-AAR4-01A,Primary Tumor,914,151,672,84297,104421,77962,129363,944,850,503,9,626,1063,2778,1336,474,1427,1312,1638,16580,15537
TCGA-LUAD,TCGA-49-AAR9,TCGA-49-AAR9-01A,Primary Tumor,161,95,73,79584,44147,31323,123011,1870,18322,105,4881,243,1912,1662,891,1613,1182,1229,1491,51241,10246
TCGA-LUAD,TCGA-49-AARE,TCGA-49-AARE-01A,Primary Tumor,202,147,178,37434,47286,28199,73149,1538,7364,1200,1372,346,908,4480,2367,2262,1401,1199,5232,24630,16445
TCGA-LUAD,TCGA-49-AARN,TCGA-49-AARN-01A,Primary Tumor,369,43,57,56919,98919,47640,81135,1901,1118,515,60,368,1181,1355,1234,383,1383,1716,2161,15891,10759
TCGA-LUAD,TCGA-49-AARO,TCGA-49-AARO-01A,Primary Tumor,859,164,203,148630,82398,41258,89608,1991,2523,1108,270,639,1677,3815,1196,427,1617,1751,2976,36771,29805
TCGA-LUAD,TCGA-49-AARQ,TCGA-49-AARQ-01A,Primary Tumor,213,124,262,105960,121934,32203,16462,297,171,174,2,1085,952,3184,2539,989,922,420,2005,21320,11573
TCGA-LUAD,TCGA-49-AARR,TCGA-49-AARR-01A,Primary Tumor,623,180,230,47688,84513,59113,142402,3196,176,2647,10,906,1625,7934,5283,1638,4764,2522,1769,9127,22516
TCGA-LUAD,TCGA-4B-A93V,TCGA-4B-A93V-01A,Primary Tumor,2313,148,203,28891,32048,33372,102914,3456,74,175,2,490,885,15657,3025,921,1879,2528,7718,15411,11127
TCGA-LUAD,TCGA-50-5044,TCGA-50-5044-01A,Primary Tumor,1232,113,137,64603,96139,75736,120089,4086,535,224,0,131,821,4426,653,291,706,933,1054,1532,91551
TCGA-LUAD,TCGA-50-5045,TCGA-50-5045-01A,Primary Tumor,1336,656,434,147690,193460,111951,339007,11590,2394,2146,60,964,1061,1646,589,1557,1329,1958,2178,12496,48853
TCGA-LUAD,TCGA-50-5049,TCGA-50-5049-01A,Primary Tumor,654,1031,502,79281,124738,104303,343569,4665,3116,1087,1197,650,866,1710,865,1124,1353,2049,1541,4934,27154
TCGA-LUAD,TCGA-50-5051,TCGA-50-5051-01A,Primary Tumor,131,19,55,39265,16746,26313,44613,1401,121,534,1,441,828,5381,1527,687,1089,1311,2839,7056,6546
TCGA-LUAD,TCGA-50-5055,TCGA-50-5055-01A,Primary Tumor,176,226,326,62098,103169,87873,189879,6568,1816,1327,112,533,587,2301,722,629,1207,1349,2186,4663,22412
TCGA-LUAD,TCGA-50-5066,TCGA-50-5066-02A,Recurrent Tumor,611,380,180,77484,130413,85231,253348,18929,937,360,74,1988,4931,9568,2549,2868,4174,9644,15306,24584,20600
TCGA-LUAD,TCGA-50-5066,TCGA-50-5066-01A,Primary Tumor,359,642,132,50440,79186,51267,293093,2740,964,873,45,828,389,1021,122,739,386,2033,1345,1486,14640
TCGA-LUAD,TCGA-50-5068,TCGA-50-5068-01A,Primary Tumor,189,308,69,59899,74646,65132,329520,4218,863,469,408,602,576,296,300,674,537,812,1036,2114,10166
TCGA-LUAD,TCGA-50-5072,TCGA-50-5072-01A,Primary Tumor,325,126,82,24545,44812,26529,111185,12302,3672,1040,562,549,1458,5655,3139,1888,1075,2078,2511,36093,14963
TCGA-LUAD,TCGA-50-5930,TCGA-50-5930-11A,Solid Tissue Normal,435,340,51,35549,58129,53458,123602,7334,19,909,0,1014,1591,6361,537,1040,3078,1706,1232,6936,35370
TCGA-LUAD,TCGA-50-5930,TCGA-50-5930-01A,Primary Tumor,71,111,72,17966,26112,23247,48516,3123,147,515,1,151,656,5334,1005,452,1109,466,1253,8216,7212
TCGA-LUAD,TCGA-50-5931,TCGA-50-5931-11A,Solid Tissue Normal,978,241,22,44893,83270,72093,166882,14156,44,1976,0,323,1267,6517,2179,1555,5091,3678,1130,9176,25719
TCGA-LUAD,TCGA-50-5931,TCGA-50-5931-01A,Primary Tumor,54,28,14,25523,31948,26315,36266,6144,345,390,55,328,1424,1463,806,880,612,5663,1394,5832,5817
TCGA-LUAD,TCGA-50-5932,TCGA-50-5932-01A,Primary Tumor,183,137,22,70486,69283,69357,110561,1051,334,505,120,1092,6700,14748,1654,622,4060,1480,4438,39731,6869
TCGA-LUAD,TCGA-50-5932,TCGA-50-5932-11A,Solid Tissue Normal,424,492,8,26291,58521,43735,128839,7683,10,1388,0,195,1189,7951,1276,735,3685,1717,1130,5589,25531
TCGA-LUAD,TCGA-50-5933,TCGA-50-5933-01A,Primary Tumor,2715,677,833,60125,117417,63370,145062,6421,4414,2310,1086,752,2811,2640,711,619,998,7964,2596,12713,29066
TCGA-LUAD,TCGA-50-5933,TCGA-50-5933-11A,Solid Tissue Normal,1804,469,55,41358,83915,66176,168209,25857,264,1588,8,917,1914,7254,4122,3359,5827,9338,1354,14320,36358
TCGA-LUAD,TCGA-50-5935,TCGA-50-5935-11A,Solid Tissue Normal,561,402,17,45130,77080,69987,159315,7517,46,2717,1,154,1418,7273,1554,791,4075,995,1449,7750,27794
TCGA-LUAD,TCGA-50-5935,TCGA-50-5935-01A,Primary Tumor,240,124,62,86810,134612,106905,119669,2154,341,367,134,400,1698,9096,936,453,2031,692,4639,16710,15247
TCGA-LUAD,TCGA-50-5936,TCGA-50-5936-01A,Primary Tumor,138,128,74,21243,23590,23468,50878,9314,1513,341,26,258,1012,1685,719,386,637,1901,1955,12346,9953
TCGA-LUAD,TCGA-50-5936,TCGA-50-5936-11A,Solid Tissue Normal,968,519,51,46561,79752,60489,141152,9639,12,2039,0,244,1481,12337,1877,686,4089,2931,1558,6619,25060
TCGA-LUAD,TCGA-50-5939,TCGA-50-5939-11A,Solid Tissue Normal,1180,389,48,26308,67613,42076,137128,8898,22,3819,0,708,1820,13009,2022,1060,4075,5074,1272,6436,30819
TCGA-LUAD,TCGA-50-5939,TCGA-50-5939-01A,Primary Tumor,507,236,112,50187,96335,53815,109230,2144,964,810,2,338,1931,4302,1680,616,870,7111,1839,6080,15224
TCGA-LUAD,TCGA-50-5941,TCGA-50-5941-01A,Primary Tumor,1041,477,349,143444,261171,194932,176955,1878,263,978,21,510,1509,1363,1147,664,2272,1926,1120,13885,12414
TCGA-LUAD,TCGA-50-5942,TCGA-50-5942-01A,Primary Tumor,171,86,44,18444,30490,15983,65840,2352,165,355,31,1164,1677,3772,1526,711,3236,2925,2878,13148,9008
TCGA-LUAD,TCGA-50-5944,TCGA-50-5944-01A,Primary Tumor,164,139,16,27024,64435,46826,66766,1931,156,681,4,167,1837,3123,1680,757,3057,1000,730,27255,18828
TCGA-LUAD,TCGA-50-5946,TCGA-50-5946-01A,Primary Tumor,267,135,66,28761,40488,27865,83304,4033,1505,162,661,1010,2884,3190,1643,1119,1517,2153,1080,45598,14982
TCGA-LUAD,TCGA-50-5946,TCGA-50-5946-02A,Recurrent Tumor,416,277,246,57089,107111,67199,178936,8847,4158,3915,489,1112,2098,4969,1028,1049,1805,2834,1437,32237,32352
TCGA-LUAD,TCGA-50-6590,TCGA-50-6590-01A,Primary Tumor,2609,667,324,132971,219549,107903,165996,942,1282,507,327,329,7074,3151,1029,787,874,7840,884,9444,23519
TCGA-LUAD,TCGA-50-6591,TCGA-50-6591-01A,Primary Tumor,33,14,4,18794,23926,14904,24848,4741,46,853,3,314,1489,2549,1070,1364,1226,2378,699,3828,32337
TCGA-LUAD,TCGA-50-6592,TCGA-50-6592-01A,Primary Tumor,632,651,311,84510,123751,112261,204217,8958,6571,828,1439,717,2124,3314,2120,1840,1183,4301,3473,33634,16477
TCGA-LUAD,TCGA-50-6593,TCGA-50-6593-01A,Primary Tumor,594,169,35,32672,40587,37868,63174,1955,1921,768,91,202,1652,3631,1136,417,1429,1613,896,12400,19450
TCGA-LUAD,TCGA-50-6594,TCGA-50-6594-01A,Primary Tumor,6979,400,373,19940,46760,29123,153372,905,376,364,1,233,2532,1059,524,1246,570,372,1429,14925,5882
TCGA-LUAD,TCGA-50-6595,TCGA-50-6595-11A,Solid Tissue Normal,1606,1137,128,97116,178706,115242,387687,12335,27,8923,1,697,2916,16497,2868,1744,7515,1215,2522,12113,46858
TCGA-LUAD,TCGA-50-6595,TCGA-50-6595-01A,Primary Tumor,2337,1089,91,96324,137528,68972,154655,6999,1101,1017,34,305,1488,1400,902,616,1051,2863,2992,13822,37655
TCGA-LUAD,TCGA-50-6597,TCGA-50-6597-01A,Primary Tumor,159,62,318,86051,78178,56622,86317,250,143,289,3,116,633,1188,604,212,836,97,3482,15579,13818
TCGA-LUAD,TCGA-50-6673,TCGA-50-6673-01A,Primary Tumor,147,125,39,48157,54727,68621,72869,19983,2344,1144,320,504,1480,5491,573,1206,1467,2392,2964,28753,12042
TCGA-LUAD,TCGA-50-7109,TCGA-50-7109-01A,Primary Tumor,219,161,186,34767,48386,67822,106229,3076,873,699,9,865,2912,1644,1184,1490,1103,821,4052,16878,11743
TCGA-LUAD,TCGA-50-8457,TCGA-50-8457-01A,Primary Tumor,293,303,229,53978,100070,58939,151742,1603,486,733,278,1169,2029,14093,2392,1102,3285,1505,3528,17363,20596
TCGA-LUAD,TCGA-50-8459,TCGA-50-8459-01A,Primary Tumor,207,284,264,58423,88455,69253,146903,8840,8498,953,61,579,1233,8036,1387,945,2205,975,2176,9947,52932
TCGA-LUAD,TCGA-50-8460,TCGA-50-8460-01A,Primary Tumor,268,110,192,73363,82108,81770,83236,2887,455,1126,150,603,791,6218,633,451,1239,969,3176,20574,19733
TCGA-LUAD,TCGA-53-7624,TCGA-53-7624-01A,Primary Tumor,1098,463,158,54930,72948,116134,206528,1414,5278,1497,964,324,2499,6292,940,1658,918,2534,579,33411,6054
TCGA-LUAD,TCGA-53-7626,TCGA-53-7626-01A,Primary Tumor,843,735,431,78049,167604,132303,264656,5620,1323,2741,538,1677,2953,14310,4230,1463,5066,7560,5543,34938,30260
TCGA-LUAD,TCGA-53-7813,TCGA-53-7813-01A,Primary Tumor,134,46,26,28784,28612,16043,39435,1303,267,140,9,291,1184,296,391,443,495,577,1641,8697,5536
TCGA-LUAD,TCGA-53-A4EZ,TCGA-53-A4EZ-01A,Primary Tumor,355,47,174,200805,169990,93479,96883,906,1226,106,9,472,1292,1962,1778,2815,1367,4675,6053,14389,6226
TCGA-LUAD,TCGA-55-1592,TCGA-55-1592-01A,Primary Tumor,663,314,65,70073,110924,169677,213304,3434,887,2116,59,923,6196,5529,2511,1353,5125,1640,4443,43050,25691
TCGA-LUAD,TCGA-55-1594,TCGA-55-1594-01A,Primary Tumor,496,276,144,58087,45142,80957,133663,8720,298,729,6,1092,2633,1214,840,2687,1637,3876,931,35693,8888
TCGA-LUAD,TCGA-55-1595,TCGA-55-1595-01A,Primary Tumor,744,255,256,57149,82851,65011,175453,11295,1755,2657,339,796,5712,6985,1633,2106,2346,7803,4142,23222,21943
TCGA-LUAD,TCGA-55-1596,TCGA-55-1596-01A,Primary Tumor,173,104,60,148905,136660,106894,206044,837,184,428,3,352,1109,1477,1554,1301,726,977,1654,23577,4355
TCGA-LUAD,TCGA-55-5899,TCGA-55-5899-01A,Primary Tumor,304,198,123,136142,95418,61595,109341,2178,105,379,104,346,1292,1050,459,1088,780,6154,642,21515,10500
TCGA-LUAD,TCGA-55-6543,TCGA-55-6543-01A,Primary Tumor,601,178,35,27567,43106,52428,89355,1280,159,361,5,584,1296,5969,1893,663,5119,2064,2624,14765,25748
TCGA-LUAD,TCGA-55-6642,TCGA-55-6642-01A,Primary Tumor,265,169,75,16921,46803,50676,101740,6262,1861,3239,24,407,2199,1105,748,632,1215,298,3757,12185,13449
TCGA-LUAD,TCGA-55-6712,TCGA-55-6712-01A,Primary Tumor,829,463,200,111334,155661,90611,157229,1155,354,519,4,384,3021,5626,1333,599,1734,1521,861,21248,23999
TCGA-LUAD,TCGA-55-6968,TCGA-55-6968-01A,Primary Tumor,728,470,208,39332,69116,44087,100117,1386,275,461,21,408,1337,422,1188,1490,1310,1046,1306,13429,9238
TCGA-LUAD,TCGA-55-6968,TCGA-55-6968-11A,Solid Tissue Normal,574,406,80,27591,51299,40503,110038,3232,43,1172,5,617,963,1340,570,633,1712,1076,1513,4869,20552
TCGA-LUAD,TCGA-55-6969,TCGA-55-6969-01A,Primary Tumor,837,803,557,107051,179617,135080,234046,6579,1574,1998,5,734,2437,2200,1071,2167,1914,4931,5711,24958,37194
TCGA-LUAD,TCGA-55-6969,TCGA-55-6969-11A,Solid Tissue Normal,417,123,78,25322,44758,40116,87736,6870,31,1438,4,211,851,11299,2138,543,3397,1758,1622,5394,23353
TCGA-LUAD,TCGA-55-6970,TCGA-55-6970-01A,Primary Tumor,949,680,258,58136,96246,76110,214618,14049,2132,1572,28,1329,4670,6339,2891,2105,1959,3846,4393,11970,15176
TCGA-LUAD,TCGA-55-6970,TCGA-55-6970-11A,Solid Tissue Normal,1150,469,61,45324,90215,58734,208024,5423,100,2896,16,1150,1545,8067,1091,970,2348,1585,1053,5055,26225
TCGA-LUAD,TCGA-55-6971,TCGA-55-6971-11A,Solid Tissue Normal,554,272,83,33434,66592,48188,139292,7172,36,891,0,872,1519,6024,1083,992,2784,1370,1405,8674,26419
TCGA-LUAD,TCGA-55-6971,TCGA-55-6971-01A,Primary Tumor,436,328,360,30479,60058,47897,107575,4464,590,953,18,580,942,2597,1441,760,1219,893,2193,3736,10328
TCGA-LUAD,TCGA-55-6972,TCGA-55-6972-01A,Primary Tumor,24,11,5,6569,7033,8752,14577,131,12,131,1,168,1144,4157,898,407,1968,1615,1597,7556,18563
TCGA-LUAD,TCGA-55-6972,TCGA-55-6972-11A,Solid Tissue Normal,801,274,49,30170,70097,59458,144840,5267,15,3718,0,494,1102,9018,1471,657,2888,807,1111,4429,19541
TCGA-LUAD,TCGA-55-6975,TCGA-55-6975-11A,Solid Tissue Normal,582,233,53,16683,30893,25539,80093,7659,14,551,3,796,1185,8394,1680,910,2566,2539,1160,6180,15567
TCGA-LUAD,TCGA-55-6975,TCGA-55-6975-01A,Primary Tumor,65,95,28,14969,23460,15802,54200,5487,3244,2237,481,262,1207,1047,1650,897,749,1708,987,11973,14861
TCGA-LUAD,TCGA-55-6978,TCGA-55-6978-01A,Primary Tumor,5582,1693,745,97916,161100,93306,352747,7192,2991,3269,120,869,3000,4852,1325,1133,1999,5411,2194,25597,57866
TCGA-LUAD,TCGA-55-6978,TCGA-55-6978-11A,Solid Tissue Normal,519,351,58,38107,72547,55847,176022,5831,19,1508,1,319,1124,7651,2393,981,4425,637,1017,6448,20663
TCGA-LUAD,TCGA-55-6979,TCGA-55-6979-01A,Primary Tumor,1742,544,556,65625,111633,43749,141051,3292,1373,556,125,686,829,2086,691,649,845,1415,2699,8661,19339
TCGA-LUAD,TCGA-55-6979,TCGA-55-6979-11A,Solid Tissue Normal,791,362,67,45543,93347,37936,154413,8694,113,797,1,423,952,8759,848,459,2035,3917,1237,5686,23616
TCGA-LUAD,TCGA-55-6980,TCGA-55-6980-01A,Primary Tumor,336,81,78,104328,133819,67594,102594,2492,224,470,3,246,1020,2769,633,343,1520,1019,749,22434,20360
TCGA-LUAD,TCGA-55-6980,TCGA-55-6980-11A,Solid Tissue Normal,704,289,45,35916,61019,47797,116118,3470,7,737,1,300,869,7174,1076,509,3099,449,1190,4543,16512
TCGA-LUAD,TCGA-55-6981,TCGA-55-6981-01A,Primary Tumor,268,61,57,21470,26333,34370,27807,9946,279,428,9,291,904,1261,518,339,992,958,1553,23044,7894
TCGA-LUAD,TCGA-55-6981,TCGA-55-6981-11A,Solid Tissue Normal,481,276,22,25682,53937,41364,101321,8526,17,1008,1,331,1086,7832,1871,790,2435,1495,1138,3810,21833
TCGA-LUAD,TCGA-55-6982,TCGA-55-6982-01A,Primary Tumor,290,166,95,82450,158726,98500,135886,3951,2452,1426,74,399,1536,919,733,520,1395,1065,1200,21176,13282
TCGA-LUAD,TCGA-55-6982,TCGA-55-6982-11A,Solid Tissue Normal,725,386,80,46011,86208,71230,180096,6136,51,1615,1,1165,1718,3751,663,1083,2391,794,1377,8164,25070
TCGA-LUAD,TCGA-55-6983,TCGA-55-6983-01A,Primary Tumor,365,197,322,87533,85649,69040,173343,6555,1676,1979,17,702,2580,3064,3327,1090,3142,1972,8529,16333,28204
TCGA-LUAD,TCGA-55-6983,TCGA-55-6983-11A,Solid Tissue Normal,653,486,88,31626,59615,41973,139581,5141,203,509,18,554,1164,6073,2130,798,3025,1413,1176,6841,23483
TCGA-LUAD,TCGA-55-6984,TCGA-55-6984-01A,Primary Tumor,135,24,52,25950,32885,34972,81501,1665,1857,459,47,396,936,509,791,502,885,2401,1700,15038,4077
TCGA-LUAD,TCGA-55-6984,TCGA-55-6984-11A,Solid Tissue Normal,857,483,34,86016,147230,134161,425022,17153,62,1245,0,2147,2414,4919,1727,2125,5133,1441,2662,17391,61292
TCGA-LUAD,TCGA-55-6985,TCGA-55-6985-01A,Primary Tumor,547,238,177,50573,83796,51686,92195,3237,1574,844,17,484,1285,3540,1743,764,1884,1939,2181,21796,12191
TCGA-LUAD,TCGA-55-6985,TCGA-55-6985-11A,Solid Tissue Normal,1539,816,103,71624,118999,81569,240730,8786,165,2657,6,1572,2609,11666,1668,1688,4121,2747,2599,10454,53189
TCGA-LUAD,TCGA-55-6986,TCGA-55-6986-01A,Primary Tumor,250,68,49,21870,25622,28752,45105,6078,139,320,3,252,1245,2785,922,425,1228,7318,4540,15118,14383
TCGA-LUAD,TCGA-55-6986,TCGA-55-6986-11A,Solid Tissue Normal,1917,655,87,97633,169540,149898,357388,10570,80,6670,4,1202,3391,17983,4728,2472,10667,2903,3217,17001,51147
TCGA-LUAD,TCGA-55-6987,TCGA-55-6987-01A,Primary Tumor,2681,944,701,119642,270103,176061,321653,9283,944,2490,9,1270,2718,2721,2060,1816,1958,14016,4828,12976,42544
TCGA-LUAD,TCGA-55-7227,TCGA-55-7227-01A,Primary Tumor,969,199,172,96843,105475,76337,235044,1785,935,750,95,436,1655,1915,1338,463,2128,2389,2677,24692,18466
TCGA-LUAD,TCGA-55-7281,TCGA-55-7281-01A,Primary Tumor,229,165,106,82778,79739,69700,103276,6078,9674,1221,4662,365,1558,7667,1487,480,1397,1676,3063,17500,28596
TCGA-LUAD,TCGA-55-7283,TCGA-55-7283-01A,Primary Tumor,287,233,102,44996,86408,57631,107952,1885,90,1355,2,276,2604,2506,2095,558,2686,6947,5487,22243,7915
TCGA-LUAD,TCGA-55-7284,TCGA-55-7284-01B,Primary Tumor,728,383,92,110920,161270,127163,372232,6996,4700,1781,44,947,2670,7680,4293,1611,3726,2631,4119,44788,23522
TCGA-LUAD,TCGA-55-7570,TCGA-55-7570-01A,Primary Tumor,186,67,121,38726,17939,12141,59071,1623,564,459,34,445,2261,2318,1645,1822,727,6663,6019,28555,6090
TCGA-LUAD,TCGA-55-7573,TCGA-55-7573-01A,Primary Tumor,228,126,67,45865,71526,54484,109907,3370,563,463,159,726,2003,2062,904,807,2521,914,2189,14548,12803
TCGA-LUAD,TCGA-55-7574,TCGA-55-7574-01A,Primary Tumor,260,186,276,31911,51634,31329,90761,4891,1014,860,113,962,1078,8340,880,860,1940,2124,1393,9396,14904
TCGA-LUAD,TCGA-55-7576,TCGA-55-7576-01A,Primary Tumor,831,267,265,79274,131907,81809,194581,6025,2065,2611,336,3686,7383,5946,3096,1620,3461,7789,1720,68342,33018
TCGA-LUAD,TCGA-55-7724,TCGA-55-7724-01A,Primary Tumor,293,208,13,17326,37415,14507,96731,5550,2999,963,802,411,1034,1203,550,326,1061,1468,1495,12201,18692
TCGA-LUAD,TCGA-55-7725,TCGA-55-7725-01A,Primary Tumor,382,162,9,27378,48205,17487,107051,692,217,327,17,322,1113,841,1114,333,984,2723,2316,8437,12269
TCGA-LUAD,TCGA-55-7726,TCGA-55-7726-01A,Primary Tumor,161,101,15,23666,25115,15377,57033,6012,18119,883,641,726,1236,349,932,674,752,973,793,7501,16105
