project_short_name,case_barcode,sample_barcode,sample_type_name,CD274,PDCD1LG2,PDCD1,HLA_A,HLA_B,HLA_C,B2M,GJA1,GJB2,GJA5,GJB6,ARNTL,CLOCK,PER1,PER2,CRY1,CRY2,MYC,TP53,CDH1,VIM
TCGA-LUAD,TCGA-05-4403,TCGA-05-4403-01A,Primary Tumor,4.8036,4.8347,1.3327,3979.4296,4095.0825,4271.423,7915.7225,53.6267,59.0018,10.6452,1.1152,11.2114,9.5332,13.7114,7.9054,12.2798,23.7085,45.479,39.9357,290.6881,232.5445
TCGA-LUAD,TCGA-05-4405,TCGA-05-4405-01A,Primary Tumor,10.1888,3.4874,2.8364,621.1684,755.1379,883.016,1064.4518,80.071,77.423,69.076,9.3304,7.2594,12.9696,26.868,15.4032,12.2078,28.9756,39.4787,100.0942,141.0804,247.5739
TCGA-LUAD,TCGA-05-4410,TCGA-05-4410-01A,Primary Tumor,10.1053,11.3796,5.2887,3391.0931,5673.6596,4616.629,2744.3627,10.6692,41.99,14.9773,24.6121,4.5635,13.9568,28.8151,20.2842,7.9789,19.0365,28.6551,40.5122,214.4633,127.9303
TCGA-LUAD,TCGA-05-4415,TCGA-05-4415-01A,Primary Tumor,7.014,4.8589,4.0141,297.1981,602.4138,504.8976,772.0423,131.0016,6.772,5.3417,0.0,3.6535,12.2462,54.016,26.3941,28.824,14.3468,123.1539,6.9301,11.1532,594.2385
TCGA-LUAD,TCGA-05-4417,TCGA-05-4417-01A,Primary Tumor,7.2986,7.6533,7.912,1277.3246,1671.8174,1543.7862,1978.6044,430.2815,20.4254,57.4534,0.3348,5.2471,12.6992,21.3859,9.5716,18.9329,19.2756,32.2993,30.2547,153.0405,281.3156
TCGA-LUAD,TCGA-05-4418,TCGA-05-4418-01A,Primary Tumor,8.8441,8.5621,6.0408,1340.3895,2853.5493,2328.6874,2721.6091,270.0183,108.877,6.5973,2.2998,5.336,5.6861,26.2826,13.1516,16.0129,9.2616,22.2825,20.4747,85.1557,99.8901
TCGA-LUAD,TCGA-05-4420,TCGA-05-4420-01A,Primary Tumor,1.4145,2.1379,1.3936,1616.561,502.2399,1473.2161,1479.3304,51.2485,133.8821,19.8436,29.9708,3.8422,13.94,30.2355,17.1741,25.142,14.7603,6.4273,27.8994,86.8013,68.9032
TCGA-LUAD,TCGA-05-4422,TCGA-05-4422-01A,Primary Tumor,5.2788,6.6542,11.4558,3333.2077,3805.9629,3000.1135,3736.7756,18.2195,30.9764,3.9922,0.8578,8.0492,12.5601,36.3577,16.8141,19.3649,22.2096,141.0011,72.8368,226.0087,132.3502
TCGA-LUAD,TCGA-05-4424,TCGA-05-4424-01A,Primary Tumor,5.9057,11.1814,4.1107,1249.7119,1799.9387,1465.6134,1826.1302,93.5524,11.3508,30.6764,0.7881,7.8563,11.3655,84.3106,17.6001,20.665,26.6314,36.0973,73.3982,609.9683,271.4253
TCGA-LUAD,TCGA-05-4425,TCGA-05-4425-01A,Primary Tumor,15.181,21.2649,4.884,2004.7012,2608.7087,2200.4794,3302.7346,139.2182,15.0836,9.869,0.093,5.6303,12.4414,17.6828,12.3362,15.8193,38.0103,60.9444,36.6778,167.7501,361.9486
TCGA-LUAD,TCGA-05-4426,TCGA-05-4426-01A,Primary Tumor,31.2913,6.4256,4.6629,3107.3437,2993.3965,2957.5592,2132.0068,131.1854,3.4109,9.2204,0.2048,12.4919,15.176,11.4588,15.2295,14.2761,33.9477,40.977,28.9322,230.3856,531.3462
TCGA-LUAD,TCGA-05-4427,TCGA-05-4427-01A,Primary Tumor,42.2503,6.728,2.2978,2240.1955,2357.9615,1558.2561,2421.3641,64.9909,148.1011,10.6857,61.4584,8.9903,25.738,25.1319,14.1403,24.3928,21.3235,66.3753,56.665,539.7352,261.5689
TCGA-LUAD,TCGA-05-4430,TCGA-05-4430-01A,Primary Tumor,8.6201,11.0967,3.5502,1377.5042,2066.5933,1408.3393,2747.1186,173.0474,75.6057,73.9145,3.9243,5.672,10.4556,34.7438,9.5719,22.4408,20.3655,23.752,45.0867,369.6453,296.0942
TCGA-LUAD,TCGA-05-4432,TCGA-05-4432-01A,Primary Tumor,6.2927,7.3046,6.3821,1361.2499,1771.5342,1545.1319,1487.7164,66.0298,11.3183,15.6757,0.1096,5.4227,12.34,52.187,14.9832,22.1313,23.3464,20.7586,47.9858,182.1359,202.6047
TCGA-LUAD,TCGA-05-4433,TCGA-05-4433-01A,Primary Tumor,6.7493,7.6485,3.7936,4249.466,6512.2219,4296.7264,5096.8113,48.6904,47.9017,10.6385,0.1431,7.3729,19.2934,19.2474,29.1448,16.0975,33.7001,52.6752,15.5613,417.0389,202.107
TCGA-LUAD,TCGA-05-4434,TCGA-05-4434-01A,Primary Tumor,29.0544,29.1802,9.4947,2780.1009,3909.8048,2874.8259,3580.3225,99.5203,28.1243,13.9924,0.8372,6.9785,9.8527,28.7297,18.6204,13.1748,22.3647,88.8001,71.7473,168.5896,339.901
TCGA-LUAD,TCGA-05-5420,TCGA-05-5420-01A,Primary Tumor,10.8749,29.1599,4.5745,1096.7804,1521.9523,2466.1284,5694.3163,45.1881,19.5254,7.8772,0.0838,5.9685,2.8161,6.8793,2.1537,11.0902,4.0227,22.152,11.2629,29.7068,86.4559
TCGA-LUAD,TCGA-05-5423,TCGA-05-5423-01A,Primary Tumor,5.8494,13.2136,3.3594,990.9542,1649.8944,2378.2393,3142.761,120.8633,6.9822,13.6771,0.5017,10.605,12.9697,21.9826,4.6623,11.9267,24.3281,22.7784,39.6315,152.0678,204.6028
TCGA-LUAD,TCGA-05-5425,TCGA-05-5425-01A,Primary Tumor,10.3775,15.7465,8.8439,3793.6028,5792.6263,5080.1048,3593.0944,65.0547,37.4809,12.9655,2.5534,4.7471,9.3907,76.7867,19.0195,24.2765,23.7226,21.4896,10.1557,167.4607,141.3498
TCGA-LUAD,TCGA-05-5428,TCGA-05-5428-01A,Primary Tumor,5.2536,4.4166,0.8063,722.2101,525.2753,468.7551,2174.1333,64.2141,140.2591,13.6721,53.5905,6.6839,8.9254,4.7725,4.5589,23.0233,4.3953,56.3452,25.9328,43.462,103.2987
TCGA-LUAD,TCGA-05-5429,TCGA-05-5429-01A,Primary Tumor,0.9936,2.4291,0.8195,1511.9394,1418.4768,1777.8931,3905.202,50.5569,112.6629,6.0761,5.1898,8.0549,6.2026,8.1301,10.4409,13.4992,15.8343,29.0315,27.4201,358.2199,107.3266
TCGA-LUAD,TCGA-05-5715,TCGA-05-5715-01A,Primary Tumor,3.2636,4.0137,1.0095,1649.5957,2098.6424,2315.5582,1954.853,56.7761,22.9601,29.4728,0.1079,4.5285,13.6847,12.3282,16.0355,14.51,24.6591,11.9811,42.9312,379.8126,289.4457
TCGA-LUAD,TCGA-35-3615,TCGA-35-3615-01A,Primary Tumor,2.8771,3.4168,2.366,1016.393,994.6553,1933.1242,1364.0973,116.3795,2.9348,10.2071,0.037,13.3276,12.3115,36.6739,9.4153,9.9115,24.8338,30.6933,57.6142,75.6127,81.6108
TCGA-LUAD,TCGA-35-4122,TCGA-35-4122-01A,Primary Tumor,15.5883,20.0364,4.7351,1423.4691,2121.1137,3475.0792,4274.7447,58.1027,47.5312,16.1204,1.5886,4.3093,4.0338,9.4738,1.3111,11.5551,6.5841,28.5008,11.9542,91.6695,177.389
TCGA-LUAD,TCGA-35-4123,TCGA-35-4123-01A,Primary Tumor,50.5517,27.8022,29.4621,1728.9647,2761.4361,3348.9465,4213.4015,91.691,183.589,16.8532,13.5968,7.8714,6.6317,9.6565,5.2487,11.3016,14.8417,124.7147,11.2099,73.564,397.0241
TCGA-LUAD,TCGA-35-5375,TCGA-35-5375-01A,Primary Tumor,8.3911,8.5138,4.9094,1503.115,1703.3841,2121.0651,1977.6667,34.9917,216.3384,2.4275,67.034,3.9203,2.1263,2.2798,2.7605,8.8291,6.9777,19.0266,38.8431,70.3366,132.3451
TCGA-LUAD,TCGA-38-4625,TCGA-38-4625-01A,Primary Tumor,101.1432,27.7639,3.3921,3247.5573,4542.0771,2888.4623,2861.607,32.7546,6.2271,158.2094,0.0437,8.315,10.1689,22.0788,3.5526,13.6416,9.1495,151.2677,62.4399,164.3916,129.1256
TCGA-LUAD,TCGA-38-4625,TCGA-38-4625-11A,Solid Tissue Normal,13.2226,19.6561,0.9641,1475.3895,2177.4889,2510.0538,3009.6453,133.316,0.5266,41.7035,0.0412,6.6544,6.5953,105.4295,11.2582,11.9038,42.1602,34.9312,19.6937,50.9649,538.4714
TCGA-LUAD,TCGA-38-4626,TCGA-38-4626-01A,Primary Tumor,15.4756,13.2852,2.8354,1343.3487,2341.7075,2262.6473,2506.6349,251.3255,7.7777,59.0288,0.05,4.424,9.4667,89.245,15.1033,12.6864,30.8512,56.337,25.7623,124.8147,560.4799
TCGA-LUAD,TCGA-38-4626,TCGA-38-4626-11A,Solid Tissue Normal,21.8486,8.4941,2.3778,1381.3452,2290.6384,2671.4633,3412.614,208.7955,1.3857,40.3098,0.1361,3.7432,6.2189,80.9603,26.9574,17.1213,49.1883,59.5456,19.2092,55.5872,802.4502
TCGA-LUAD,TCGA-38-4627,TCGA-38-4627-11A,Solid Tissue Normal,18.5065,14.1366,2.6753,2082.8304,2992.1436,3429.7425,4909.752,191.8993,1.5408,141.5753,0.044,3.9313,7.0722,73.127,8.0173,22.486,24.9534,29.9374,21.9602,37.2177,740.5956
TCGA-LUAD,TCGA-38-4627,TCGA-38-4627-01A,Primary Tumor,4.8609,16.0009,2.7463,2664.8616,3635.7395,3352.4072,2846.5096,603.5961,224.4517,48.4048,1.827,4.797,10.8785,38.2343,7.9497,14.3281,26.5036,29.6356,35.389,245.2071,844.4287
TCGA-LUAD,TCGA-38-4628,TCGA-38-4628-01A,Primary Tumor,2.7105,4.7413,0.548,1539.8265,1182.0423,1773.5556,1096.0817,50.9934,28.7499,44.6145,7.7554,6.6518,10.9259,18.3865,4.5034,14.4596,27.1433,11.8858,55.0536,151.0991,245.8584
TCGA-LUAD,TCGA-38-4629,TCGA-38-4629-01A,Primary Tumor,25.1666,31.2198,9.4083,4687.6282,4532.549,2814.2286,3567.3709,165.4611,72.1642,13.7725,0.19,3.9151,17.9318,15.9963,4.3121,7.8616,8.5504,53.7315,10.4346,303.4617,640.1675
TCGA-LUAD,TCGA-38-4630,TCGA-38-4630-01A,Primary Tumor,3.9421,6.7262,2.9326,927.5043,980.8353,1948.0434,760.4555,219.1784,20.7806,6.6584,0.7146,2.1995,10.3161,14.1695,11.6634,42.4382,23.3423,225.2645,82.2557,83.6146,141.2271
TCGA-LUAD,TCGA-38-4631,TCGA-38-4631-01A,Primary Tumor,1.6126,4.2129,1.769,752.4579,1040.9825,1870.9978,1460.7559,34.3674,136.3434,5.3994,9.3997,5.6939,6.0808,25.1024,12.2617,12.5598,20.4145,26.4359,2.303,155.5639,66.5339
TCGA-LUAD,TCGA-38-4632,TCGA-38-4632-01A,Primary Tumor,16.1031,9.4979,19.6514,2219.32,1555.804,2033.3321,2064.8675,46.7,35.7684,17.9422,7.3292,4.8483,6.4975,24.1608,3.2035,13.3799,8.938,74.5914,18.8002,164.0801,351.2728
TCGA-LUAD,TCGA-38-4632,TCGA-38-4632-11A,Solid Tissue Normal,34.8956,44.7691,4.3395,2178.8968,3343.4476,3264.5789,6166.1168,90.7238,1.5578,28.9136,0.131,11.8731,8.2246,47.6886,7.6493,22.6117,29.9073,26.2041,25.7461,68.5539,460.066
TCGA-LUAD,TCGA-38-6178,TCGA-38-6178-01A,Primary Tumor,4.2869,5.0181,9.1348,2164.7794,2903.066,3144.76,1353.7081,71.4842,50.8275,15.5984,1.7007,9.7581,20.9492,132.7271,40.0139,18.2521,69.4415,27.3307,70.5722,387.7074,282.2493
TCGA-LUAD,TCGA-38-7271,TCGA-38-7271-01A,Primary Tumor,8.3868,13.0422,19.733,1832.1613,2705.8701,2710.5184,2566.012,78.8765,19.0838,20.5133,2.3135,4.5349,8.2824,80.9793,14.4968,10.0638,26.1382,69.254,39.6956,105.1692,304.5876
TCGA-LUAD,TCGA-38-A44F,TCGA-38-A44F-01A,Primary Tumor,6.8676,5.4772,5.3749,2873.5319,3452.1463,3193.9488,3744.1392,43.3401,43.2115,15.0415,1.0027,4.1573,6.6752,42.1352,13.2107,12.2707,27.313,23.3065,25.887,161.1883,452.1974
TCGA-LUAD,TCGA-44-2655,TCGA-44-2655-11A,Solid Tissue Normal,23.1632,20.7417,1.367,1755.7806,2910.7043,3507.0052,2943.4051,228.133,0.4879,134.2981,0.0461,2.9012,10.3089,129.8552,23.3388,17.3533,77.2646,57.5999,35.283,96.8858,645.044
TCGA-LUAD,TCGA-44-2655,TCGA-44-2655-01A,Primary Tumor,3.3948,4.3085,2.6062,1893.7633,2637.5731,3595.3265,2672.9248,87.5284,3.2451,28.2342,0.0346,4.9574,10.2946,60.3644,17.5842,11.3815,40.4392,22.0113,72.3415,164.9516,206.4726
TCGA-LUAD,TCGA-44-2656,TCGA-44-2656-01B,Primary Tumor,63.2221,28.1206,2.9507,536.3829,875.2739,341.3813,2056.8423,46.0437,5.9894,10.4989,0.1494,15.7337,77.5826,28.9292,14.7856,9.3981,17.0711,28.8792,8.5203,125.7723,164.3416
TCGA-LUAD,TCGA-44-2656,TCGA-44-2656-01A,Primary Tumor,49.8626,28.378,11.5834,1764.1487,3132.0798,2281.9269,3960.9883,53.4823,16.084,19.9183,0.465,9.2121,28.7421,69.4556,8.5474,8.7703,21.1668,102.8889,14.7855,223.0265,198.5777
TCGA-LUAD,TCGA-44-2657,TCGA-44-2657-01A,Primary Tumor,5.2891,14.0872,20.3978,1677.4061,3322.7005,2882.3148,2261.2438,45.1202,9.9937,14.5835,0.9998,5.9526,7.3941,15.3402,9.406,11.2665,26.3878,13.8779,15.0359,124.3375,177.0955
TCGA-LUAD,TCGA-44-2657,TCGA-44-2657-11A,Solid Tissue Normal,12.164,19.2386,30.1934,1922.7476,3377.5373,3373.7722,3115.2638,124.2623,2.1013,83.1146,0.0712,9.7914,7.1517,30.1527,8.7958,16.5667,39.5346,48.1906,40.9425,85.7166,401.8589
TCGA-LUAD,TCGA-44-2659,TCGA-44-2659-01A,Primary Tumor,5.2515,5.7352,4.9664,2601.5226,2902.7639,2227.5903,1545.696,45.3571,8.2088,33.575,1.5469,6.5174,12.7198,21.3438,13.6613,8.5948,41.0285,17.8267,20.7666,154.7283,329.8613
TCGA-LUAD,TCGA-44-2661,TCGA-44-2661-11A,Solid Tissue Normal,17.3884,23.4288,1.8403,2150.3183,3579.7865,2787.6578,3328.5996,277.6247,5.3525,133.3417,0.324,14.9942,11.8297,31.21,11.793,24.3844,51.4795,30.4559,38.7678,131.6617,799.7751
TCGA-LUAD,TCGA-44-2661,TCGA-44-2661-01A,Primary Tumor,8.1644,18.354,6.2329,1976.7398,2894.262,2411.7851,3627.6488,55.4969,11.4036,26.1013,5.8825,10.2785,6.0899,6.3044,4.5074,11.7994,16.4276,13.7509,22.6626,63.0856,241.0189
TCGA-LUAD,TCGA-44-2662,TCGA-44-2662-01B,Primary Tumor,55.7434,29.5235,0.6481,159.3874,373.0227,132.3597,964.3057,244.9159,33.9662,6.5443,0.1385,26.1324,102.6556,23.2584,18.4906,31.7823,12.6038,35.3292,13.5279,243.9454,420.2719
TCGA-LUAD,TCGA-44-2662,TCGA-44-2662-11A,Solid Tissue Normal,30.8796,17.4222,2.9923,1451.4266,3145.5496,2233.175,2799.5346,319.211,0.8629,90.6776,0.0593,8.788,8.5873,243.5185,32.5324,20.6293,72.4821,112.8657,19.5455,100.6626,591.5921
TCGA-LUAD,TCGA-44-2662,TCGA-44-2662-01A,Primary Tumor,45.2196,18.4122,3.1703,829.253,1392.8288,877.0049,1545.2611,263.8717,60.3839,17.3618,0.1512,7.6147,18.9749,39.2337,10.042,19.1645,9.7657,58.7304,38.0419,624.7001,428.8648
TCGA-LUAD,TCGA-44-2665,TCGA-44-2665-01A,Primary Tumor,18.6846,22.78,2.9687,2647.0808,3467.6691,2921.9969,3607.2747,442.4399,384.8847,31.6228,7.3315,15.6923,17.2792,27.2492,13.0776,15.3171,21.9295,48.7597,49.6232,268.0855,1034.5972
TCGA-LUAD,TCGA-44-2665,TCGA-44-2665-01B,Primary Tumor,31.9086,18.245,1.1648,552.6403,979.7777,455.958,1529.4499,314.6344,242.8671,10.2761,2.4898,19.7846,60.7111,9.0114,14.7502,14.2164,10.3084,13.3208,24.8868,233.5903,478.1013
TCGA-LUAD,TCGA-44-2665,TCGA-44-2665-11A,Solid Tissue Normal,7.6993,15.7118,2.2713,1663.4515,2813.7076,2597.4225,2433.4307,356.7434,1.471,31.9344,0.0164,16.9875,10.7517,180.0945,15.1315,29.8361,65.2304,59.8564,30.7468,108.4546,660.1847
TCGA-LUAD,TCGA-44-2666,TCGA-44-2666-01B,Primary Tumor,14.3398,7.3952,0.9944,274.7932,513.617,330.7825,734.2999,49.7508,4.9518,5.4303,0.0797,11.5028,51.2133,42.8654,21.9614,13.8449,28.3357,46.4845,23.03,96.1171,113.0291
TCGA-LUAD,TCGA-44-2666,TCGA-44-2666-01A,Primary Tumor,14.6145,2.5354,1.7643,1197.1217,1751.3306,1721.2648,1920.9879,77.8678,7.7038,8.8312,0.0857,6.7019,14.0499,57.7295,15.7108,13.7034,26.8347,135.8728,64.5101,165.9827,105.9177
TCGA-LUAD,TCGA-44-2668,TCGA-44-2668-11A,Solid Tissue Normal,41.3078,8.5367,5.8912,1784.0713,3174.3023,2357.2205,2327.7084,303.9582,2.7048,27.7965,0.07,17.7667,10.0818,80.064,13.8739,35.3182,35.8565,81.0113,23.9918,118.5755,788.9599
TCGA-LUAD,TCGA-44-2668,TCGA-44-2668-01A,Primary Tumor,33.3733,25.1347,11.8188,4821.1257,6332.7987,3606.1324,2991.8386,90.5866,240.5622,16.7393,0.8583,8.061,15.7481,65.2409,14.883,19.1793,16.2199,43.2843,12.2529,438.8026,437.9841
TCGA-LUAD,TCGA-44-2668,TCGA-44-2668-01B,Primary Tumor,35.5033,18.3203,6.9163,904.5934,1587.4655,704.9639,1436.3274,71.3942,51.3076,4.4463,0.071,19.4106,41.8217,43.3325,15.753,17.033,16.1317,30.3739,7.9928,233.7298,192.3794
TCGA-LUAD,TCGA-44-3396,TCGA-44-3396-11A,Solid Tissue Normal,22.8,17.1666,8.6748,1608.2617,3111.0292,3798.3847,3789.0172,263.9499,2.3998,61.8981,0.1743,13.7817,12.0872,195.1195,27.8052,31.684,67.2607,58.3133,24.8443,109.1252,655.3661
TCGA-LUAD,TCGA-44-3396,TCGA-44-3396-01A,Primary Tumor,22.7709,10.7134,8.1186,1259.3966,1918.5894,2154.2748,2028.459,101.3412,338.2219,23.1104,2.7859,6.5116,7.5743,54.7048,10.7676,15.2904,14.1194,20.5165,37.5887,251.396,238.7749
TCGA-LUAD,TCGA-44-3398,TCGA-44-3398-11B,Solid Tissue Normal,17.2014,19.9246,3.0955,1750.7077,3259.9339,3054.9046,3629.0626,259.831,2.0254,31.7434,0.0348,11.7511,13.212,89.5422,14.6163,24.1957,48.3813,59.1021,30.3463,95.7347,671.1551
TCGA-LUAD,TCGA-44-3398,TCGA-44-3398-01A,Primary Tumor,20.4723,12.7997,2.1525,2610.6784,2482.3351,2757.6717,4632.1949,452.8446,169.821,48.6311,2.0784,10.0785,10.2926,13.2631,7.8441,19.2684,12.5938,21.7192,27.4307,95.8233,431.1305
TCGA-LUAD,TCGA-44-3917,TCGA-44-3917-01B,Primary Tumor,13.9341,17.3399,2.2418,151.6314,338.3254,131.5357,811.0568,156.7944,1.2295,10.5548,0.0,11.0667,79.9757,12.6377,26.1157,30.417,14.9637,43.102,18.5862,119.8002,60.0765
TCGA-LUAD,TCGA-44-3917,TCGA-44-3917-01A,Primary Tumor,2.5091,6.4199,1.4103,212.3023,275.0473,135.1214,742.8428,81.6012,1.0547,9.5764,0.0798,3.2427,9.7932,3.2795,5.0187,11.8049,5.0014,26.5745,7.8078,45.03,22.636
TCGA-LUAD,TCGA-44-3918,TCGA-44-3918-01B,Primary Tumor,95.412,42.0868,6.0647,492.9244,886.5877,476.6083,1448.3587,107.2357,8.6708,13.0951,0.2811,26.1417,85.7471,7.4184,13.356,26.0824,12.4064,21.4931,14.0916,118.0516,222.1423
TCGA-LUAD,TCGA-44-3918,TCGA-44-3918-01A,Primary Tumor,65.9673,29.2811,15.0472,1819.501,2910.945,2925.2713,3351.6239,130.6214,35.1519,37.6066,0.1021,15.8943,25.4606,4.5003,5.8047,21.6859,8.6754,33.1863,17.4836,110.3202,245.955
TCGA-LUAD,TCGA-44-3919,TCGA-44-3919-01A,Primary Tumor,18.1242,13.7755,7.7088,3437.6373,3936.1342,2903.0701,2417.828,184.0839,25.8712,18.5115,2.5506,7.6224,12.4199,16.4351,16.5619,20.0769,23.5489,32.6888,20.3158,182.2492,286.7665
TCGA-LUAD,TCGA-44-4112,TCGA-44-4112-01B,Primary Tumor,13.9357,22.9144,1.6911,136.796,352.2887,243.5582,786.4639,155.5292,13.7712,15.7162,0.0775,14.7769,78.7842,29.9,23.4436,20.7647,18.9369,39.4275,24.1438,101.5227,217.4607
TCGA-LUAD,TCGA-44-4112,TCGA-44-4112-01A,Primary Tumor,7.2454,5.585,1.6334,695.9861,1217.4568,2053.2176,1953.2132,281.9542,32.2252,35.2215,0.0722,9.8284,18.2037,39.6151,14.3944,19.6852,17.4595,69.7873,75.9318,160.7172,322.7643
TCGA-LUAD,TCGA-44-5643,TCGA-44-5643-01A,Primary Tumor,4.0209,3.778,7.3846,493.557,838.0482,627.4524,1264.5642,299.5548,48.9896,4.019,56.0385,14.695,8.3965,37.833,56.1855,3.8428,21.813,246.5844,65.6963,266.2546,79.9609
TCGA-LUAD,TCGA-44-5644,TCGA-44-5644-01A,Primary Tumor,1.3981,1.0994,1.8417,814.1634,387.5317,1012.3333,634.9782,34.0682,1.7211,5.3609,0.0606,6.5836,9.1615,98.6152,51.7318,74.3,31.3207,53.3795,45.814,226.2995,53.5303
TCGA-LUAD,TCGA-44-5645,TCGA-44-5645-01B,Primary Tumor,14.7553,15.0594,0.6092,160.2364,396.4481,192.803,1054.0326,64.392,4.5903,2.5472,0.2605,22.4786,85.3478,15.7322,35.3442,19.4736,38.2592,7.9896,21.9835,466.663,198.7535
TCGA-LUAD,TCGA-44-5645,TCGA-44-5645-11A,Solid Tissue Normal,18.853,17.0957,1.938,1424.5507,3343.8568,3642.232,3308.7708,192.5821,1.2004,151.5732,0.0956,7.9572,11.5604,34.109,12.6917,20.2978,53.6851,11.2351,29.713,104.6076,567.7465
TCGA-LUAD,TCGA-44-5645,TCGA-44-5645-01A,Primary Tumor,7.9909,9.2319,7.4758,842.1729,2168.6304,2191.6026,2584.3336,103.292,5.6136,5.5999,1.0251,11.3009,24.414,35.2965,29.2583,17.3155,69.4917,16.1355,62.3569,963.5738,267.729
TCGA-LUAD,TCGA-44-6144,TCGA-44-6144-11A,Solid Tissue Normal,33.938,15.8991,3.2463,2187.2716,3955.6256,2703.4803,3508.6783,169.5823,2.4581,98.3304,0.1665,4.6732,10.4673,151.5886,16.3385,17.6902,60.3304,14.0189,24.7385,98.991,416.2352
TCGA-LUAD,TCGA-44-6145,TCGA-44-6145-01A,Primary Tumor,21.6058,18.8565,19.2155,2272.733,4569.5167,3077.6665,3227.8922,66.4817,52.5983,34.0087,0.3842,7.1572,7.9527,66.5964,47.0266,18.7294,28.8338,24.3937,16.4119,173.0319,201.5938
TCGA-LUAD,TCGA-44-6145,TCGA-44-6145-11A,Solid Tissue Normal,27.9284,12.9046,3.0022,928.8212,1835.5676,1801.6559,2257.8211,389.113,1.6332,27.349,0.0862,8.2527,9.6628,103.5723,25.6924,26.8412,54.0596,102.9216,17.7134,120.8151,639.5573
